match_id,playhq_match_id,season,parent_grade,competition,round,match_date,team1,team2,opponent_name,opponent_club_id,halls_head_innings_no,opposition_innings_no,batted_first,halls_head_batted_first,innings_shift_applied,innings_renumbered
1,,2025/26,D,D Grade Ritchie Cup,Round 11,"12:30 PM, Saturday, 07 Feb 2026",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
2,,2024/25,B,B Grade: McIntosh Cup,Round 10,"12:15 PM, Saturday, 01 Feb 2025",Halls Head Cricket Club,Warnbro Swans Cricket Club,Warnbro Swans Cricket Club,7,1,2,Halls Head Cricket Club,yes,0,no
3,,2023/24,B,B Grade: McIntosh Cup,Round 1,"12:00 PM, Saturday, 07 Oct 2023",Shoalwater Bay Cricket Club,Halls Head Cricket Club,Shoalwater Bay Cricket Club,5,2,1,Shoalwater Bay Cricket Club,no,0,no
4,,2023/24,PPL,Retravision T20 Peel Premier League,Semi Finals,"06:30 PM, Tuesday, 20 Feb 2024",Halls Head Cricket Club,Curtin Victoria Park Cricket Club,Curtin Victoria Park Cricket Club,17,1,2,Halls Head Cricket Club,yes,0,no
5,,2024/25,B,B Grade: McIntosh Cup,Grand Final,"12:15 PM, Saturday, 22 Mar 2025",Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,Secret Harbour Dockers Cricket Club,11,1,2,Halls Head Cricket Club,yes,0,no
6,,2024/25,B,B Grade: McIntosh Cup,Preliminary Final,"12:15 PM, Saturday, 15 Mar 2025",Halls Head Cricket Club,Warnbro Swans Cricket Club,Warnbro Swans Cricket Club,7,1,2,Halls Head Cricket Club,yes,0,no
7,,2025/26,A,A Grade: Wyllie Cup,Round 6,"12:15 PM, Saturday, 08 Nov 2025",Secret Harbour Dockers Cricket Club,Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,11,2,1,Secret Harbour Dockers Cricket Club,no,0,no
8,,2025/26,F,F Grade,Round 17,"12:50 PM, Saturday, 21 Feb 2026",Halls Head Cricket Club,Singleton Irwinians Cricket Club,Singleton Irwinians Cricket Club,9,1,2,Halls Head Cricket Club,yes,0,no
9,,2025/26,F,F Grade,Round 10,"12:50 PM, Saturday, 13 Dec 2025",Waroona Cricket Club,Halls Head Cricket Club,Waroona Cricket Club,4,2,1,Waroona Cricket Club,no,0,no
10,,2023/24,F,Mid-Year T20 F Grade,Round 1,"03:00 PM, Saturday, 25 Nov 2023",Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,0,no
11,,2025/26,E,E Grade,Round 7,"12:50 PM, Saturday, 15 Nov 2025",Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,Secret Harbour Dockers Cricket Club,11,1,2,Halls Head Cricket Club,yes,0,no
12,,2024/25,A,A Grade: Wyllie Cup,Round 10,"12:15 PM, Saturday, 14 Dec 2024",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
13,,2024/25,U21 Colts,PCA Colts Competition,Round 3,"12:30 PM, Sunday, 03 Nov 2024",Halls Head Cricket Club,Rockingham Hornets Cricket Club,Rockingham Hornets Cricket Club,10,1,2,Halls Head Cricket Club,yes,0,no
14,,2025/26,A,A Grade: Wyllie Cup,Round 9,"12:20 PM, Saturday, 06 Dec 2025",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
15,,2024/25,B,B Grade: McIntosh Cup,Round 11,"12:15 PM, Saturday, 08 Feb 2025",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
16,,2025/26,D,D Grade Ritchie Cup,Round 3,"12:15 PM, Saturday, 18 Oct 2025",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
17,,2024/25,U21 Colts,PCA Colts Competition,Round 10,"12:15 PM, Sunday, 02 Feb 2025",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
18,,2024/25,F,F Grade,Round 7,"12:50 PM, Saturday, 23 Nov 2024",Shoalwater Bay Cricket Club,Halls Head Cricket Club,Shoalwater Bay Cricket Club,5,2,1,Shoalwater Bay Cricket Club,no,0,no
19,,2025/26,F,F Grade,Round 12,"12:50 PM, Saturday, 10 Jan 2026",Secret Harbour Dockers Cricket Club,Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,11,2,1,Secret Harbour Dockers Cricket Club,no,0,no
20,,2023/24,D,D Grade Ritchie Cup,Finals,"12:30 PM, Saturday, 09 Mar 2024",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
21,,2023/24,E,E Grade,Round 7,"12:50 PM, Saturday, 18 Nov 2023",Halls Head Cricket Club,Warnbro Swans Cricket Club,Warnbro Swans Cricket Club,7,1,2,Halls Head Cricket Club,yes,0,no
22,,2024/25,D,D Grade Ritchie Cup,Round 7,"12:30 PM, Saturday, 23 Nov 2024",Halls Head Cricket Club,Warnbro Swans Cricket Club,Warnbro Swans Cricket Club,7,1,2,Halls Head Cricket Club,yes,0,no
23,,2025/26,D,Mid-Year T20 D Grade,Round 1,"12:00 PM, Saturday, 29 Nov 2025",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
24,,2023/24,F,F Grade,Round 5,"12:50 PM, Saturday, 04 Nov 2023",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
25,,2024/25,A,A Grade: Wyllie Cup,Grand Final,"12:15 PM, Saturday, 22 Mar 2025",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
26,,2024/25,A,A Grade: Wyllie Cup,Round 7,"12:15 PM, Saturday, 23 Nov 2024",Halls Head Cricket Club,Rockingham Hornets Cricket Club,Rockingham Hornets Cricket Club,10,1,2,Halls Head Cricket Club,yes,0,no
27,,2025/26,A,A Grade: Wyllie Cup,Round 15,"12:15 PM, Saturday, 07 Feb 2026",Pinjarra Cricket Club,Halls Head Cricket Club,Pinjarra Cricket Club,8,2,1,Pinjarra Cricket Club,no,0,no
28,,2023/24,A,A Grade: Wyllie Cup,Round 10,"12:15 PM, Saturday, 09 Dec 2023",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
29,,2025/26,Female A,Mid-Year T20 Female A Grade,Semi Finals,"11:30 AM, Saturday, 20 Dec 2025",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
30,,2023/24,U21 Colts,PCA Colts Competition,Round 9,"10:30 AM, Sunday, 18 Feb 2024",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
31,,2024/25,D,D Grade Ritchie Cup,Round 10,"12:30 PM, Saturday, 01 Feb 2025",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
32,,2025/26,F,F Grade,Round 18,"12:50 PM, Saturday, 28 Feb 2026",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
33,,2024/25,U21 Colts,PCA Colts Competition,Finals,"12:30 PM, Sunday, 15 Dec 2024",Halls Head Cricket Club,Murdoch University Melville Cricket Club,Murdoch University Melville Cricket Club,13,1,2,Halls Head Cricket Club,yes,0,no
34,,2023/24,D,D Grade Ritchie Cup,Round 2,"12:15 PM, Saturday, 14 Oct 2023",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
35,,2023/24,D,Mid-Year T20 D Grade,Grand Final,"03:00 PM, Saturday, 16 Dec 2023",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
36,,2024/25,D,D Grade Ritchie Cup,Round 4,"12:30 PM, Saturday, 02 Nov 2024",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
37,,2024/25,B,Thorny Devil Mid-Year T20 B Grade,Round 3,"12:00 PM, Saturday, 14 Dec 2024",Secret Harbour Dockers Cricket Club,Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,11,2,1,Secret Harbour Dockers Cricket Club,no,0,no
38,,2023/24,U21 Colts,PCA Colts Competition,Round 7,"10:30 AM, Sunday, 04 Feb 2024",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
39,,2025/26,U21 Colts,ID Athletic PCA Colts Competition,Round 3,"01:30 PM, Sunday, 16 Nov 2025",Halls Head Cricket Club,Rockingham Hornets Cricket Club,Rockingham Hornets Cricket Club,10,1,2,Halls Head Cricket Club,yes,0,no
40,,2025/26,B,B Grade: McIntosh Cup,Round 9,"12:15 PM, Saturday, 17 Jan 2026",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
41,,2024/25,F,F Grade,Round 2,"12:35 PM, Saturday, 19 Oct 2024",Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,0,no
42,,2024/25,F,F Grade,Round 14,"12:50 PM, Saturday, 01 Mar 2025",Halls Head Cricket Club,Shoalwater Bay Cricket Club,Shoalwater Bay Cricket Club,5,1,2,Halls Head Cricket Club,yes,0,no
43,,2025/26,D,Mid-Year T20 D Grade,Grand Final,"03:00 PM, Saturday, 20 Dec 2025",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
44,,2024/25,F,F Grade,Round 3,"12:35 PM, Saturday, 26 Oct 2024",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
45,,2024/25,B,B Grade: McIntosh Cup,Round 6,"12:15 PM, Saturday, 16 Nov 2024",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
46,,2023/24,F,F Grade,Round 9,"12:50 PM, Saturday, 20 Jan 2024",Halls Head Cricket Club,Singleton Irwinians Cricket Club,Singleton Irwinians Cricket Club,9,1,2,Halls Head Cricket Club,yes,0,no
47,,2023/24,B,B Grade: McIntosh Cup,Round 3,"12:00 PM, Saturday, 21 Oct 2023",Halls Head Cricket Club,Pinjarra Cricket Club,Pinjarra Cricket Club,8,1,2,Halls Head Cricket Club,yes,0,no
48,,2025/26,F,F Grade,Round 6,"12:50 PM, Saturday, 08 Nov 2025",Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,Secret Harbour Dockers Cricket Club,11,1,2,Halls Head Cricket Club,yes,0,no
49,,2024/25,D,Mid-Year T20 D Grade,Round 1,"12:00 PM, Saturday, 30 Nov 2024",Shoalwater Bay Cricket Club,Halls Head Cricket Club,Shoalwater Bay Cricket Club,5,2,1,Shoalwater Bay Cricket Club,no,0,no
50,,2025/26,F,F Grade,Round 8,"12:50 PM, Saturday, 29 Nov 2025",Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,0,no
51,,2024/25,D,D Grade Ritchie Cup,Round 13,"12:30 PM, Saturday, 22 Feb 2025",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
52,,2024/25,E,E Grade,Round 11,"12:50 PM, Saturday, 08 Feb 2025",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
53,,2025/26,F,F Grade,Round 1,"12:35 PM, Saturday, 04 Oct 2025",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
54,,2023/24,E,E Grade,,,,,,,,,,,0,no
55,,2023/24,E,E Grade,Round 14,"12:50 PM, Saturday, 02 Mar 2024",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
56,,2024/25,E,E Grade,Finals,"12:50 PM, Saturday, 08 Mar 2025",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
57,,2025/26,U21 Colts,ID Athletic PCA Colts Competition,Round 1,"12:00 PM, Sunday, 26 Oct 2025",Murdoch University Melville Cricket Club,Halls Head Cricket Club,Murdoch University Melville Cricket Club,13,2,1,Murdoch University Melville Cricket Club,no,0,no
58,,2024/25,E,E Grade,Round 2,"12:35 PM, Saturday, 19 Oct 2024",Halls Head Cricket Club,Warnbro Swans Cricket Club,Warnbro Swans Cricket Club,7,1,2,Halls Head Cricket Club,yes,0,no
59,,2023/24,B,B Grade: McIntosh Cup,Round 2,"12:00 PM, Saturday, 14 Oct 2023",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
60,,2023/24,E,Mid-Year T20 E Grade,Grand Final,"03:00 PM, Saturday, 16 Dec 2023",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
61,,2025/26,B,B Grade: McIntosh Cup,Round 3,"12:00 PM, Saturday, 18 Oct 2025",Halls Head Cricket Club,South Mandurah Cricket Club,South Mandurah Cricket Club,12,1,2,Halls Head Cricket Club,yes,0,no
62,,2023/24,F,Mid-Year T20 F Grade,Round 2,"12:00 PM, Saturday, 02 Dec 2023",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
63,,2025/26,F,F Grade,Round 2,"12:35 PM, Saturday, 11 Oct 2025",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
64,,2023/24,A,A Grade: Wyllie Cup,Finals,"12:15 PM, Saturday, 09 Mar 2024",Halls Head Cricket Club,Pinjarra Cricket Club,Pinjarra Cricket Club,8,1,2,Halls Head Cricket Club,yes,0,no
65,,2023/24,D,D Grade Ritchie Cup,Round 9,"12:30 PM, Saturday, 20 Jan 2024",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
66,,2025/26,PPL,Retravision PPL T20 Cup,Finals,"06:30 PM, Tuesday, 24 Feb 2026",Waroona Cricket Club,Halls Head Cricket Club,Waroona Cricket Club,4,2,1,Waroona Cricket Club,no,0,no
67,,2024/25,A,A Grade: Wyllie Cup,Round 4,"12:15 PM, Saturday, 02 Nov 2024",Halls Head Cricket Club,Warnbro Swans Cricket Club,Warnbro Swans Cricket Club,7,1,2,Halls Head Cricket Club,yes,0,no
68,,2025/26,U21 Colts,ID Athletic PCA Colts Competition,Round 5,"12:15 PM, Sunday, 01 Feb 2026",Halls Head Cricket Club,SJ Blues Cricket Club,SJ Blues Cricket Club,14,1,2,Halls Head Cricket Club,yes,0,no
69,,2024/25,B,B Grade: McIntosh Cup,Round 4,"03:00 PM, Saturday, 02 Nov 2024",Halls Head Cricket Club,Pinjarra Cricket Club,Pinjarra Cricket Club,8,1,2,Halls Head Cricket Club,yes,0,no
70,,2023/24,U21 Colts,PCA Colts Competition,Round 3,"10:30 AM, Sunday, 05 Nov 2023",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
71,,2023/24,E,E Grade,Round 13,"12:50 PM, Saturday, 24 Feb 2024",Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,Secret Harbour Dockers Cricket Club,11,1,2,Halls Head Cricket Club,yes,0,no
72,,2023/24,D,Mid-Year T20 D Grade,Round 2,"12:00 PM, Saturday, 02 Dec 2023",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
73,,2023/24,E,E Grade,Round 11,"12:50 PM, Saturday, 10 Feb 2024",Pinjarra Cricket Club,Halls Head Cricket Club,Pinjarra Cricket Club,8,2,1,Pinjarra Cricket Club,no,0,no
74,,2024/25,D,D Grade Ritchie Cup,Round 6,"12:30 PM, Saturday, 16 Nov 2024",Halls Head Cricket Club,Shoalwater Bay Cricket Club,Shoalwater Bay Cricket Club,5,1,2,Halls Head Cricket Club,yes,0,no
75,,2024/25,E,E Grade,Round 8,"12:50 PM, Saturday, 11 Jan 2025",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
76,,2025/26,A,A Grade: Wyllie Cup,Round 13,"12:15 PM, Saturday, 17 Jan 2026",Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,Secret Harbour Dockers Cricket Club,11,1,2,Halls Head Cricket Club,yes,0,no
77,,2023/24,E,E Grade,Round 8,"12:50 PM, Saturday, 13 Jan 2024",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
78,,2023/24,U21 Colts,PCA Colts Competition,Round 2,"10:30 AM, Sunday, 29 Oct 2023",Halls Head Cricket Club,Rockingham Hornets Cricket Club,Rockingham Hornets Cricket Club,10,1,2,Halls Head Cricket Club,yes,0,no
79,,2023/24,D,D Grade Ritchie Cup,Round 3,"12:15 PM, Saturday, 21 Oct 2023",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
80,,2025/26,U21 Colts,ID Athletic PCA Colts Competition,Round 3,"03:20 PM, Sunday, 09 Nov 2025",SJ Blues Cricket Club,Halls Head Cricket Club,SJ Blues Cricket Club,14,2,1,SJ Blues Cricket Club,no,0,no
81,,2023/24,D,D Grade Ritchie Cup,Round 10,"12:15 PM, Saturday, 03 Feb 2024",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
82,,2025/26,B,Mid-Year T20 B Grade,Round 1,"12:00 PM, Saturday, 29 Nov 2025",Secret Harbour Dockers Cricket Club,Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,11,2,1,Secret Harbour Dockers Cricket Club,no,0,no
83,,2025/26,A,A Grade: Wyllie Cup,Round 8,"12:20 PM, Saturday, 29 Nov 2025",Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,0,no
84,,2023/24,D,D Grade Ritchie Cup,Round 13,"12:30 PM, Saturday, 24 Feb 2024",Halls Head Cricket Club,Waroona Cricket Club,Waroona Cricket Club,4,1,2,Halls Head Cricket Club,yes,0,no
85,,2023/24,A,A Grade: Wyllie Cup,Round 15,"12:15 PM, Saturday, 10 Feb 2024",Halls Head Cricket Club,Pinjarra Cricket Club,Pinjarra Cricket Club,8,1,2,Halls Head Cricket Club,yes,0,no
86,,2025/26,D,D Grade Ritchie Cup,Grand Final,"12:30 PM, Saturday, 21 Mar 2026",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
87,,2024/25,B,B Grade: McIntosh Cup,Round 2,"12:00 PM, Saturday, 19 Oct 2024",Shoalwater Bay Cricket Club,Halls Head Cricket Club,Shoalwater Bay Cricket Club,5,2,1,Shoalwater Bay Cricket Club,no,0,no
88,,2025/26,U21 Colts,ID Athletic PCA Colts Competition,Round 8,"12:20 PM, Sunday, 22 Feb 2026",WKBCC U21 Mixed White Knights Baldivis U21 Colts,,,,1,1,Halls Head Cricket Club,yes,0,no
89,,2025/26,D,D Grade Ritchie Cup,Finals,"12:35 PM, Saturday, 07 Mar 2026",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
90,,2023/24,F,F Grade,Round 2,"12:35 PM, Saturday, 14 Oct 2023",Halls Head Cricket Club,Singleton Irwinians Cricket Club,Singleton Irwinians Cricket Club,9,1,2,Halls Head Cricket Club,yes,0,no
91,,2025/26,D,D Grade Ritchie Cup,,,,,,,,,,,0,no
92,,2025/26,F,F Grade,Round 11,"12:50 PM, Saturday, 20 Dec 2025",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
93,,2024/25,A,A Grade: Wyllie Cup,Finals,"12:15 PM, Saturday, 08 Mar 2025",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
94,,2024/25,D,D Grade Ritchie Cup,Round 8,"12:30 PM, Saturday, 11 Jan 2025",Halls Head Cricket Club,Waroona Cricket Club,Waroona Cricket Club,4,1,2,Halls Head Cricket Club,yes,0,no
95,,2025/26,A,A Grade: Wyllie Cup,Round 7,"12:20 PM, Saturday, 15 Nov 2025",Pinjarra Cricket Club,Halls Head Cricket Club,Pinjarra Cricket Club,8,2,1,Pinjarra Cricket Club,no,0,no
96,,2024/25,D,D Grade Ritchie Cup,Round 2,"12:15 PM, Saturday, 19 Oct 2024",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
97,,2025/26,U21 Colts,ID Athletic PCA Colts Competition,Round 6,"12:15 PM, Sunday, 08 Feb 2026",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
98,,2024/25,A,A Grade: Wyllie Cup,Round 5,"12:15 PM, Saturday, 09 Nov 2024",Halls Head Cricket Club,Pinjarra Cricket Club,Pinjarra Cricket Club,8,1,2,Halls Head Cricket Club,yes,0,no
99,,2023/24,E,Mid-Year T20 E Grade,Round 1,"03:00 PM, Saturday, 25 Nov 2023",Pinjarra Cricket Club,Halls Head Cricket Club,Pinjarra Cricket Club,8,2,1,Pinjarra Cricket Club,no,0,no
100,,2025/26,B,B Grade: McIntosh Cup,Round 11,"12:15 PM, Saturday, 07 Feb 2026",Halls Head Cricket Club,South Mandurah Cricket Club,South Mandurah Cricket Club,12,1,2,Halls Head Cricket Club,yes,0,no
101,,2023/24,E,E Grade,Round 1,"12:35 PM, Saturday, 07 Oct 2023",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
102,,2023/24,B,Mid-Year T20 B Grade,Round 1,"12:00 PM, Saturday, 25 Nov 2023",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
103,,2025/26,A,A Grade: Wyllie Cup,Round 10,"12:15 PM, Saturday, 13 Dec 2025",Halls Head Cricket Club,Waroona Cricket Club,Waroona Cricket Club,4,1,2,Halls Head Cricket Club,yes,0,no
104,,2024/25,A,A Grade: Wyllie Cup,Round 12,"12:15 PM, Saturday, 11 Jan 2025",Waroona Cricket Club,Halls Head Cricket Club,Waroona Cricket Club,4,2,1,Waroona Cricket Club,no,0,no
105,,2025/26,E,E Grade,Round 5,"12:50 PM, Saturday, 01 Nov 2025",Pinjarra Cricket Club,Halls Head Cricket Club,Pinjarra Cricket Club,8,2,1,Pinjarra Cricket Club,no,0,no
106,,2025/26,F,F Grade,Round 3,"12:35 PM, Saturday, 18 Oct 2025",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
107,,2025/26,U21 Colts,ID Athletic PCA Colts Competition,Finals,"06:00 PM, Sunday, 07 Dec 2025",Halls Head Cricket Club,,,,1,,Halls Head Cricket Club,yes,0,no
108,,2024/25,A,A Grade: Wyllie Cup,Round 3,"12:00 PM, Saturday, 26 Oct 2024",Halls Head Cricket Club,Waroona Cricket Club,Waroona Cricket Club,4,1,2,Halls Head Cricket Club,yes,0,no
109,,2025/26,D,D Grade Ritchie Cup,Preliminary Final,"12:30 PM, Saturday, 14 Mar 2026",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
110,,2024/25,B,B Grade: McIntosh Cup,Finals,"12:15 PM, Saturday, 08 Mar 2025",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
111,,2023/24,D,D Grade Ritchie Cup,Round 11,"12:30 PM, Saturday, 10 Feb 2024",Halls Head Cricket Club,Shoalwater Bay Cricket Club,Shoalwater Bay Cricket Club,5,1,2,Halls Head Cricket Club,yes,0,no
112,,2025/26,D,D Grade Ritchie Cup,Round 13,"12:30 PM, Saturday, 21 Feb 2026",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
113,,2023/24,A,A Grade: Wyllie Cup,Round 6,"12:15 PM, Saturday, 11 Nov 2023",Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,0,no
114,,2023/24,F,F Grade,Round 8,"12:50 PM, Saturday, 13 Jan 2024",Halls Head Cricket Club,Shoalwater Bay Cricket Club,Shoalwater Bay Cricket Club,5,1,2,Halls Head Cricket Club,yes,0,no
115,,2024/25,E,E Grade,Round 7,"12:50 PM, Saturday, 23 Nov 2024",Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,Secret Harbour Dockers Cricket Club,11,1,2,Halls Head Cricket Club,yes,0,no
116,,2025/26,F,F Grade,Round 5,"12:50 PM, Saturday, 01 Nov 2025",Halls Head Cricket Club,Rockingham Hornets Cricket Club,Rockingham Hornets Cricket Club,10,1,2,Halls Head Cricket Club,yes,0,no
117,,2023/24,U21 Colts,PCA Colts Competition,Round 4,"10:30 AM, Sunday, 19 Nov 2023",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
118,,2024/25,D,D Grade Ritchie Cup,Round 14,"12:30 PM, Saturday, 01 Mar 2025",Halls Head Cricket Club,Shoalwater Bay Cricket Club,Shoalwater Bay Cricket Club,5,1,2,Halls Head Cricket Club,yes,0,no
119,,2025/26,F,F Grade,Round 16,"12:50 PM, Saturday, 14 Feb 2026",Shoalwater Bay Cricket Club,Halls Head Cricket Club,Shoalwater Bay Cricket Club,5,2,1,Shoalwater Bay Cricket Club,no,0,no
