match_id,playhq_match_id,season,parent_grade,competition,round,match_date,team1,team2,opponent_name,opponent_club_id,halls_head_innings_no,opposition_innings_no,batted_first,halls_head_batted_first,innings_shift_applied,innings_renumbered
1011,f55afb89-15cf-4c5e-90b8-642f84e1d467,2015/16,A,A Grade: Wyllie Cup,Round 9,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
1012,7cf19a80-f433-428b-9745-6688a9934d6b,2015/16,A,A Grade: Wyllie Cup,Round 6,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
1013,11c1740a-e55e-49e5-aeae-8b047620ee7f,2015/16,A,A Grade: Wyllie Cup,Round 1,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1014,c098d2ce-d581-41c9-9454-aee2d0fcd3ef,2015/16,A,A Grade: Wyllie Cup,Round 8,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
1015,55f64d7b-6f73-4b68-a784-d49ba71b6fdc,2015/16,A,A Grade: Wyllie Cup,Round 3,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
1016,cb9b6528-62a2-4163-b4c6-015f93a9d6d0,2015/16,B,B Grade: McIntosh Cup,Round 5,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1017,be43571c-ce5d-4c8e-8fe1-03835eecb9d4,2015/16,B,B Grade: McIntosh Cup,Grand Final,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
1018,a70b527d-e96f-4404-ad89-0f612ed4807b,2015/16,B,B Grade: McIntosh Cup,Round 10,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1019,28c8199b-ef22-4c2d-8524-300474368494,2015/16,B,B Grade: McIntosh Cup,Round 17,,B Grade: McIntosh Cup,Halls Head Cricket Club,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
1020,749fe326-f3e4-4ee4-9605-443a1d0071f0,2015/16,B,B Grade: McIntosh Cup,Semi Finals,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
1021,1beee702-cf0a-4a6c-8993-6857cbec0f3f,2015/16,B,B Grade: McIntosh Cup,Round 4,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1022,5ec6769c-efe9-452c-a5a9-7d73a4c876c6,2015/16,B,B Grade: McIntosh Cup,Round 3,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1023,1fcd3654-63f4-42c7-a5e1-7d9a04f0d4f1,2015/16,B,B Grade: McIntosh Cup,Round 8,,B Grade: McIntosh Cup,Halls Head Cricket Club,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
1024,78a5581f-88ff-4ba0-b130-8bcef607bcea,2015/16,B,B Grade: McIntosh Cup,Round 2,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
1025,78795cde-a563-4531-91ce-b1a40ab0b4ea,2015/16,B,B Grade: McIntosh Cup,Round 11,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
1026,e7d742b4-56ef-4835-8841-bdd36485057e,2015/16,B,B Grade: McIntosh Cup,Round 6,,B Grade: McIntosh Cup,Halls Head Cricket Club,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
1027,42cf5104-08fc-429e-b47f-d0ff087c0853,2015/16,B,B Grade: McIntosh Cup,Round 1,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
1028,0afdb9b4-1362-4445-b7cf-e816c409e3f4,2015/16,B,B Grade: McIntosh Cup,Round 13,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1029,2c6a2b4e-aacf-4a24-9845-f1b2172a0a8f,2015/16,B,B Grade: McIntosh Cup,Round 9,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
1030,1854e4a4-efa6-4f7f-ba7c-f209e22a549c,2015/16,B,B Grade: McIntosh Cup,Round 12,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1031,fdf9b985-08ef-4bf2-9465-f954c6ff61f8,2015/16,B,B Grade: McIntosh Cup,Round 15,,B Grade: McIntosh Cup,Halls Head Cricket Club,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1032,3004f0f9-5ebb-45fb-8dc6-056c62fc4062,2015/16,C,C Grade: Jeffrey Cup,Round 13,,C Grade: Jeffrey Cup,Halls Head Cricket Club,C Grade: Jeffrey Cup,,2,1,C Grade: Jeffrey Cup,no,+1,yes
1033,d9558eeb-c959-4c97-b9f8-10bf4016978c,2015/16,C,C Grade: Jeffrey Cup,Round 2,,C Grade: Jeffrey Cup,Halls Head Cricket Club,C Grade: Jeffrey Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1034,510c2446-ae7e-41af-9f91-19843bee9152,2015/16,C,C Grade: Jeffrey Cup,Round 16,,C Grade: Jeffrey Cup,Halls Head Cricket Club,C Grade: Jeffrey Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1035,bf04fb13-90fe-468c-8a42-3440ad2d8f60,2015/16,C,C Grade: Jeffrey Cup,Round 7,,C Grade: Jeffrey Cup,Halls Head Cricket Club,C Grade: Jeffrey Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1036,ec5a9efe-9b96-4300-9a49-39ce90486272,2015/16,C,C Grade: Jeffrey Cup,Round 8,,C Grade: Jeffrey Cup,Halls Head Cricket Club,C Grade: Jeffrey Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1037,57e07e63-182d-45dc-b2db-408adca41042,2015/16,C,C Grade: Jeffrey Cup,Round 5,,Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,1,2,Halls Head Cricket Club,yes,+1,yes
1038,e989f322-74de-4973-83f0-482122b3cfc0,2015/16,C,C Grade: Jeffrey Cup,Round 17,,C Grade: Jeffrey Cup,Halls Head Cricket Club,C Grade: Jeffrey Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1039,89d25a47-43c8-469a-90ce-61db7ce4844b,2015/16,C,C Grade: Jeffrey Cup,Semi Finals,,C Grade: Jeffrey Cup,Halls Head Cricket Club,C Grade: Jeffrey Cup,,2,1,C Grade: Jeffrey Cup,no,+1,yes
1040,c5cd09aa-1198-4681-9c9c-6b4b2a4c1677,2015/16,C,C Grade: Jeffrey Cup,Round 1,,C Grade: Jeffrey Cup,Halls Head Cricket Club,C Grade: Jeffrey Cup,,2,1,C Grade: Jeffrey Cup,no,+1,yes
1041,00341371-ca43-4d14-9825-6bda3e657e5d,2015/16,C,C Grade: Jeffrey Cup,Round 3,,C Grade: Jeffrey Cup,Halls Head Cricket Club,C Grade: Jeffrey Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1042,29ad7ea1-df1c-4753-b0df-6fcf95b22187,2015/16,C,C Grade: Jeffrey Cup,Round 4,,Halls Head Cricket Club,C Grade: Jeffrey Cup,C Grade: Jeffrey Cup,,2,1,C Grade: Jeffrey Cup,no,+1,yes
1043,a05ab6f7-2753-4fb0-b4d2-76420f6b5dfc,2015/16,C,C Grade: Jeffrey Cup,Preliminary Final,,Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,1,2,Halls Head Cricket Club,yes,+1,yes
1044,b1675480-353d-4aad-a6bd-859ceff9ea7d,2015/16,C,C Grade: Jeffrey Cup,Round 10,,C Grade: Jeffrey Cup,Halls Head Cricket Club,C Grade: Jeffrey Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1045,48b3cdb1-10c3-4bf3-b7d6-88267dcfc059,2015/16,C,C Grade: Jeffrey Cup,Round 12,,Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,1,2,Halls Head Cricket Club,yes,+1,yes
1046,98311a04-9faf-41c8-bfb6-96485ca7d60e,2015/16,C,C Grade: Jeffrey Cup,Round 11,,Halls Head Cricket Club,C Grade: Jeffrey Cup,C Grade: Jeffrey Cup,,2,1,C Grade: Jeffrey Cup,no,+1,yes
1047,cc4f6b87-5596-416b-a4cc-a6a2b9d5e172,2015/16,C,C Grade: Jeffrey Cup,Round 15,,C Grade: Jeffrey Cup,Halls Head Cricket Club,C Grade: Jeffrey Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1048,b6351d18-f73d-4634-842a-bc6fc805ca61,2015/16,C,C Grade: Jeffrey Cup,Round 6,,C Grade: Jeffrey Cup,Halls Head Cricket Club,C Grade: Jeffrey Cup,,2,1,C Grade: Jeffrey Cup,no,+1,yes
1049,a8838a6d-46ba-4a43-9746-0d14b462f172,2015/16,D,D Grade Ritchie Cup,Round 7,,D Grade Ritchie Cup,Halls Head Cricket Club,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1050,30e49fb7-1dc6-402c-8445-1f9196d33378,2015/16,D,D Grade Ritchie Cup,Round 4,,D Grade Ritchie Cup,Halls Head Cricket Club,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1051,389c271f-2e30-475b-ad38-276c813f6dce,2015/16,D,D Grade Ritchie Cup,Round 6,,D Grade Ritchie Cup,Halls Head Cricket Club,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1052,df7b5909-d29b-4b9d-9881-3181afa2ae4a,2015/16,D,D Grade Ritchie Cup,Round 1,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1053,e634d4d9-3ddb-4998-9ecc-3a1ef92b1d1b,2015/16,D,D Grade Ritchie Cup,Round 9,,D Grade Ritchie Cup,Halls Head Cricket Club,D Grade Ritchie Cup,,2,1,D Grade Ritchie Cup,no,+1,yes
1054,5b87ba00-a21f-49ad-89cc-65a5c7dafa11,2015/16,D,D Grade Ritchie Cup,Round 5,,Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,+1,yes
1055,17b2431f-1cc3-4fb0-949a-66409583d988,2015/16,D,D Grade Ritchie Cup,Grand Final,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,2,1,D Grade Ritchie Cup,no,+1,yes
1056,68193b1f-5d21-469d-a08d-78634296e71e,2015/16,D,D Grade Ritchie Cup,Round 15,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,2,1,D Grade Ritchie Cup,no,+1,yes
1057,9ca7f7b2-e4fe-453e-b333-9156c807428d,2015/16,D,D Grade Ritchie Cup,Round 17,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,2,1,D Grade Ritchie Cup,no,+1,yes
1058,364bf25c-33ee-436f-8605-937533b79e49,2015/16,D,D Grade Ritchie Cup,Round 16,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1059,2af8cf17-6c84-4ea3-b1e3-9551abffae86,2015/16,D,D Grade Ritchie Cup,Round 11,,D Grade Ritchie Cup,Halls Head Cricket Club,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1060,11ef961a-8141-41e3-93fa-abc5dd19f6fd,2015/16,D,D Grade Ritchie Cup,Round 3,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,2,1,D Grade Ritchie Cup,no,+1,yes
1061,b7c73a68-ab18-45b8-9042-b61ebc453d17,2015/16,D,D Grade Ritchie Cup,Round 2,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,2,1,D Grade Ritchie Cup,no,+1,yes
1062,99230ad9-60e3-442f-b00e-cb16ec8c9e44,2015/16,D,D Grade Ritchie Cup,Semi Finals,,D Grade Ritchie Cup,Halls Head Cricket Club,D Grade Ritchie Cup,,2,1,D Grade Ritchie Cup,no,+1,yes
1063,66778d64-9e84-4398-a4e1-d862721c5a92,2015/16,D,D Grade Ritchie Cup,Round 12,,Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,1,2,Halls Head Cricket Club,yes,+1,yes
1064,fcd2b0f4-918c-4b51-95f0-e9e9dbc77a8d,2015/16,D,D Grade Ritchie Cup,Round 10,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1065,06397277-d7c4-426d-989f-f103a4570b56,2015/16,D,D Grade Ritchie Cup,Round 13,,D Grade Ritchie Cup,Halls Head Cricket Club,D Grade Ritchie Cup,,2,1,D Grade Ritchie Cup,no,+1,yes
1066,ea0c425a-4f7b-48f8-98fc-00ad7ff10294,2015/16,E,E Grade,Grand Final,,Halls Head Cricket Club,E Grade,E Grade,,1,2,Halls Head Cricket Club,yes,+1,yes
1067,0c0d99fe-0f5d-422f-ae72-04476f9d8171,2015/16,E,E Grade,Round 5,,Halls Head Cricket Club,E Grade,E Grade,,1,2,Halls Head Cricket Club,yes,+1,yes
1068,2e072ee4-68fb-43f0-8148-1bd52de04995,2015/16,E,E Grade,Preliminary Final,,Halls Head Cricket Club,E Grade,E Grade,,2,1,E Grade,no,+1,yes
1069,78558cbc-f2fb-4032-a4cf-2b1342440fe0,2015/16,E,E Grade,Round 15,,Halls Head Cricket Club,E Grade,E Grade,,2,1,E Grade,no,+1,yes
1070,9bce51f2-a274-4a51-8fd1-32afa30dd7ec,2015/16,E,E Grade,Semi Finals,,Halls Head Cricket Club,E Grade,E Grade,,2,1,E Grade,no,+1,yes
1071,405a65f8-4cba-4296-969e-36670d48c6c9,2015/16,E,E Grade,Round 11,,Halls Head Cricket Club,E Grade,E Grade,,2,1,E Grade,no,+1,yes
1072,cde7db16-fac5-4a29-9e84-3acdc87796fb,2015/16,E,E Grade,Round 13,,Halls Head Cricket Club,E Grade,E Grade,,1,2,Halls Head Cricket Club,yes,+1,yes
1073,bd8f226b-f423-4f15-b02b-51bf7698aa35,2015/16,E,E Grade,Round 17,,Halls Head Cricket Club,E Grade,E Grade,,1,2,Halls Head Cricket Club,yes,+1,yes
1074,ab5c9d76-3a55-4df6-96df-6b996d6ea7ca,2015/16,E,E Grade,Round 7,,Halls Head Cricket Club,E Grade,E Grade,,1,2,Halls Head Cricket Club,yes,+1,yes
1075,6b6edde3-8ab0-4ed2-a3bc-6ed7263c2c5c,2015/16,E,E Grade,Round 10,,Halls Head Cricket Club,Singleton Irwinians Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,+1,yes
1076,80e16509-9c6e-4f3e-abb2-9e6a49de2198,2015/16,E,E Grade,Round 4,,Halls Head Cricket Club,E Grade,E Grade,,1,2,Halls Head Cricket Club,yes,+1,yes
1077,7906267f-9962-47e3-96e3-c187b61c7490,2015/16,E,E Grade,Round 16,,Halls Head Cricket Club,E Grade,E Grade,,1,2,Halls Head Cricket Club,yes,+1,yes
1078,f77f2606-ec42-41e2-aaa7-d6559205243b,2015/16,E,E Grade,Round 1,,Halls Head Cricket Club,Singleton Irwinians Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,+1,yes
1079,4d4ed257-ecf9-4867-8bdc-dc9dd924ee14,2015/16,E,E Grade,Round 2,,Halls Head Cricket Club,E Grade,E Grade,,1,2,Halls Head Cricket Club,yes,+1,yes
1080,ac76985d-37eb-4d89-bf93-ddd3bf78572b,2015/16,E,E Grade,Round 6,,Halls Head Cricket Club,E Grade,E Grade,,2,1,E Grade,no,+1,yes
1081,045dfb97-be14-4ebf-a4ba-f94a7c266d0f,2015/16,E,E Grade,Round 8,,Halls Head Cricket Club,E Grade,E Grade,,1,2,Halls Head Cricket Club,yes,+1,yes
1082,ede06901-5647-4cd5-8df0-018e1297f189,2015/16,F,F Grade,Round 11,,Halls Head Cricket Club,F Grade,F Grade,,1,2,Halls Head Cricket Club,yes,+1,yes
1083,bb6caf10-edb8-4d3c-9552-05dcfbbb9556,2015/16,F,F Grade,Round 15,,F Grade,Halls Head Cricket Club,F Grade,,1,2,Halls Head Cricket Club,yes,+1,yes
1084,9ade40bf-83f9-4392-bc5e-0dba0a4e7987,2015/16,F,F Grade,Round 4,,Halls Head Cricket Club,F Grade,F Grade,,1,2,Halls Head Cricket Club,yes,+1,yes
1085,68484f7d-bb4f-40d8-9016-1aaf2b1ea795,2015/16,F,F Grade,Semi Finals,,F Grade,Halls Head Cricket Club,F Grade,,2,1,F Grade,no,+1,yes
1086,30ebe7a2-7f45-4db9-9c94-38e8c6ed71fd,2015/16,F,F Grade,Round 12,,Halls Head Cricket Club,F Grade,F Grade,,2,1,F Grade,no,+1,yes
1087,0d5062b4-7419-42fd-b340-58df9cad9b06,2015/16,F,F Grade,Round 1,,F Grade,Halls Head Cricket Club,F Grade,,1,2,Halls Head Cricket Club,yes,+1,yes
1088,c5d52b1c-8529-42a6-806e-894f19c6f800,2015/16,F,F Grade,Preliminary Final,,Halls Head Cricket Club,F Grade,F Grade,,2,1,F Grade,no,+1,yes
1089,df7ed2e9-62de-466f-97a7-8d9853573ff3,2015/16,F,F Grade,Round 2,,Halls Head Cricket Club,F Grade,F Grade,,1,2,Halls Head Cricket Club,yes,+1,yes
1090,663163a7-30a1-40c1-8112-9c893a115d9e,2015/16,F,F Grade,Round 7,,Halls Head Cricket Club,F Grade,F Grade,,1,2,Halls Head Cricket Club,yes,+1,yes
1091,3384fbc5-e788-48e8-bb64-9d5e5d2f2835,2015/16,F,F Grade,Round 5,,Halls Head Cricket Club,F Grade,F Grade,,1,2,Halls Head Cricket Club,yes,+1,yes
1092,82fbe726-bd5d-408f-847c-b40be4257d97,2015/16,F,F Grade,Round 8,,F Grade,Halls Head Cricket Club,F Grade,,1,2,Halls Head Cricket Club,yes,+1,yes
1093,17c0f6de-0b36-448f-b6e5-b46885305eec,2015/16,F,F Grade,Round 10,,F Grade,Halls Head Cricket Club,F Grade,,2,1,F Grade,no,+1,yes
1094,72c50d09-de0a-4958-872a-b796cedea048,2015/16,F,F Grade,Round 3,,F Grade,Halls Head Cricket Club,F Grade,,1,2,Halls Head Cricket Club,yes,+1,yes
1095,e87371b5-bd9b-4f45-b306-d96970c532d5,2015/16,F,F Grade,Grand Final,,F Grade,Halls Head Cricket Club,F Grade,,2,1,F Grade,no,+1,yes
1096,57720012-9714-458b-904b-e87f99a78b6a,2015/16,F,F Grade,Round 17,,F Grade,Halls Head Cricket Club,F Grade,,1,2,Halls Head Cricket Club,yes,+1,yes
1097,bc9ed9bc-6112-4f14-9f18-ecc96a228490,2015/16,F,F Grade,Round 16,,Halls Head Cricket Club,F Grade,F Grade,,1,2,Halls Head Cricket Club,yes,+1,yes
1098,1cd16da4-a618-4f54-9480-44633d185e15,2015/16,A,RetraVision Premier T20 League,Round 2,,Halls Head Cricket Club,RetraVision Premier T20 League,RetraVision Premier T20 League,,2,1,RetraVision Premier T20 League,no,+1,yes
1099,4d608dd7-655b-4495-9a30-554c6ffa4006,2015/16,A,RetraVision Premier T20 League,Round 1,,RetraVision Premier T20 League,Halls Head Cricket Club,RetraVision Premier T20 League,,2,1,RetraVision Premier T20 League,no,+1,yes
1100,b631bb81-1035-48b8-a58c-9f048807ec05,2015/16,A,RetraVision Premier T20 League,Round 5,,Halls Head Cricket Club,RetraVision Premier T20 League,RetraVision Premier T20 League,,2,1,RetraVision Premier T20 League,no,+1,yes
1101,273ef0d4-be51-404d-98c4-a5509e89f519,2015/16,A,RetraVision Premier T20 League,Round 6,,Halls Head Cricket Club,RetraVision Premier T20 League,RetraVision Premier T20 League,,2,1,RetraVision Premier T20 League,no,+1,yes
1102,2168e8f5-30e9-407b-b65e-09201f6243a0,2016/17,A,A Grade: Wyllie Cup,Round 18,,Halls Head Cricket Club,A Grade: Wyllie Cup,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1103,ac41480f-e4fd-4922-b8cb-1c290d938ad2,2016/17,A,A Grade: Wyllie Cup,Round 12,,Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,+1,yes
1104,a72f668b-930e-4da8-88be-1ca75926c6b8,2016/17,A,A Grade: Wyllie Cup,Round 11,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
1105,78f2c2a5-0600-4455-8674-22632ed82f2c,2016/17,A,A Grade: Wyllie Cup,Round 10,,Halls Head Cricket Club,A Grade: Wyllie Cup,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
1106,85f73400-38be-463f-b7b2-4e58cf4d8c71,2016/17,A,A Grade: Wyllie Cup,Round 6,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
1107,bb439c85-08da-48f6-a5d9-53a23ff7d083,2016/17,A,A Grade: Wyllie Cup,Round 7,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
1108,99295edb-9271-467c-8d8a-6c78450cf1ef,2016/17,A,A Grade: Wyllie Cup,Round 16,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
1109,55038374-8495-47f8-a00b-709122414e86,2016/17,A,A Grade: Wyllie Cup,Round 9,,Halls Head Cricket Club,A Grade: Wyllie Cup,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1110,b45c154a-072a-4bd0-be92-8593c3718e91,2016/17,A,A Grade: Wyllie Cup,Round 5,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
1111,260976ac-38ea-4b27-8394-917d234aeddd,2016/17,A,A Grade: Wyllie Cup,Round 14,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1112,aa1b1af4-c3b8-4dac-b315-9e0a7297cec6,2016/17,A,A Grade: Wyllie Cup,Round 4,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1113,4bc9a24f-9c1d-47ef-8a0b-b5cb55432a47,2016/17,A,A Grade: Wyllie Cup,Round 17,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1114,c6fd4c5e-b5b3-4ba6-b2b5-b6820a403d85,2016/17,A,A Grade: Wyllie Cup,Round 3,,Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,1,2,Halls Head Cricket Club,yes,+1,yes
1115,6850bfa3-1326-43df-817b-ca6395f18ec1,2016/17,A,A Grade: Wyllie Cup,Round 1,,Halls Head Cricket Club,A Grade: Wyllie Cup,A Grade: Wyllie Cup,,,,,,0,no
1116,faf2d71b-b640-42f3-99f4-d2a5268485c5,2016/17,A,A Grade: Wyllie Cup,Round 8,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
1117,6c44e037-718a-4f3e-919f-eb58b75eef17,2016/17,A,A Grade: Wyllie Cup,Round 13,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
1118,b131854a-e34c-4573-abb5-063f4da58d7d,2016/17,B,B Grade: McIntosh Cup,Round 13,,B Grade: McIntosh Cup,Halls Head Cricket Club,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
1119,fed9dbea-e37e-454d-8694-1fb1f1af6176,2016/17,B,B Grade: McIntosh Cup,Round 11,,B Grade: McIntosh Cup,Halls Head Cricket Club,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1120,2dbc9392-44bb-4bb0-a3fc-36e64d2acf59,2016/17,B,B Grade: McIntosh Cup,Round 7,,B Grade: McIntosh Cup,Halls Head Cricket Club,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1121,87ff0d05-4306-4ae2-8ff8-3a91da9b259d,2016/17,B,B Grade: McIntosh Cup,Round 14,,B Grade: McIntosh Cup,Halls Head Cricket Club,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1122,6bfe0336-d9d8-4ca1-9aeb-5516dd84954c,2016/17,B,B Grade: McIntosh Cup,Round 3,,Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,1,2,Halls Head Cricket Club,yes,+1,yes
1123,362f4e93-f6f5-4a5b-bc70-82293d93fbc5,2016/17,B,B Grade: McIntosh Cup,Round 18,,B Grade: McIntosh Cup,Halls Head Cricket Club,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1124,91c738dc-10ac-48cd-a6b3-8453d7d7fec1,2016/17,B,B Grade: McIntosh Cup,Round 16,,B Grade: McIntosh Cup,Halls Head Cricket Club,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
1125,252b8ec4-65f0-4ef7-96ae-960530d5e21d,2016/17,B,B Grade: McIntosh Cup,Round 5,,B Grade: McIntosh Cup,Halls Head Cricket Club,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
1126,3eb3915d-2da6-48e6-82a2-a1e9f7449210,2016/17,B,B Grade: McIntosh Cup,Round 17,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1127,3c80eee3-e040-46d4-8934-b3c9b3912469,2016/17,B,B Grade: McIntosh Cup,Grand Final,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1128,27bf2f83-bb4f-4238-b25a-c01f3f521889,2016/17,B,B Grade: McIntosh Cup,Round 4,,B Grade: McIntosh Cup,Halls Head Cricket Club,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
1129,007f1171-9fca-4167-a32d-c34292416815,2016/17,B,B Grade: McIntosh Cup,Round 10,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
